20230914;597;819;475;127;348;1
20230211;63;825;487;243;244;2
20211112;105;351;341;188;153;3
20220311;966;452;500;124;376;4
20230422;597;819;429;351;78;5
20221208;63;452;79;61;18;6
20230913;360;452;339;296;43;7
20230719;63;977;305;53;252;8
20230820;294;818;440;338;102;9
20230715;63;720;260;254;6;10
20250109;162;721;238;161;77;11
20220506;360;837;121;13;108;12
20230919;25;307;290;147;143;13
20221019;387;348;319;94;225;14
20220830;63;647;232;3;229;15
20230125;387;351;250;130;120;16
20221102;855;348;214;113;101;17
20230729;524;647;412;41;371;18
20220209;634;647;295;93;202;19
20230425;387;348;356;147;209;20
20221006;955;818;457;133;324;21
20230920;25;541;346;269;77;22
20230517;156;825;321;104;217;23
20220419;63;204;210;10;200;24
20220311;962;720;457;181;276;25
20230315;966;348;253;65;188;26
20220720;962;818;409;46;363;27
20230703;105;567;486;26;460;28
20211112;63;720;209;47;162;29
20230405;181;721;100;40;60;30
20220112;524;858;327;170;157;31
20220122;196;977;427;169;258;32
20221122;635;567;58;38;20;33
20220325;966;720;349;161;188;34
20221004;162;837;225;192;33;35
20230310;63;837;312;194;118;36
20230128;955;286;160;157;3;37
20220113;597;977;147;69;78;38
20220410;105;348;322;259;63;39
20211012;181;286;154;35;119;40
20211120;63;204;55;26;29;41
20220216;741;876;438;22;416;42
20221207;955;876;280;134;146;43
20221109;597;721;223;168;55;44
20220308;25;977;441;107;334;45
20230610;360;567;143;42;101;46
20221204;524;647;154;151;3;47
20221213;162;977;479;105;374;48
20220717;966;351;210;18;192;49
20221031;105;721;142;20;122;50
20220328;196;720;211;51;160;51
20221105;442;720;427;49;378;52
20230119;63;286;422;187;235;53
20211118;855;876;471;357;114;54
20230305;294;818;500;355;145;55
20221112;741;720;157;35;122;56
20230113;580;308;394;346;48;57
20240405;855;348;330;100;230;58
20230912;855;876;175;163;12;59
20230329;105;204;260;158;102;60
20230604;741;354;491;140;351;61
20220128;162;307;254;116;138;62
20230321;294;858;67;52;15;63
20230805;63;348;484;395;89;64
20230611;524;818;374;177;197;65
20230601;635;452;193;102;91;66
20211222;387;858;220;73;147;67
20240201;442;858;286;222;64;68
20211117;181;452;332;223;109;69
20220721;962;876;125;6;119;70
20220705;156;876;481;72;409;71
20220513;597;720;281;111;170;72
20230809;294;348;202;38;164;73
20220630;442;858;71;11;60;74
20230620;955;351;372;189;183;75
20230310;580;351;66;35;31;76
20230512;855;720;264;200;64;77
20220105;63;308;332;301;31;78
20230702;63;837;128;40;88;79
20230216;360;818;432;346;86;80
20220827;580;308;112;82;30;81
20221109;63;818;487;104;383;82
20230909;442;721;224;211;13;83
20230130;162;858;243;235;8;84
20230626;387;308;144;44;100;85
20221017;105;721;282;191;91;86
20221007;360;541;496;214;282;87
20230422;63;307;484;281;203;88
20230804;955;452;225;138;87;89
20230619;597;348;474;5;469;90
20230309;442;307;483;102;381;91
20230301;442;818;405;114;291;92
20230514;294;354;340;34;306;93
20250503;634;204;134;43;91;94
20230925;25;819;221;159;62;95
20230512;196;977;365;122;243;96
20221210;524;286;463;121;342;97
20230118;156;204;417;272;145;98
20221230;156;818;55;40;15;99
20220722;387;858;381;78;303;100
20220702;634;541;71;37;34;101
20230322;955;351;400;90;310;102
20220822;294;721;106;24;82;103
20211018;741;452;358;162;196;104
20230611;181;348;104;92;12;105
20220623;196;541;247;43;204;106
20230328;181;308;488;459;29;107
20221221;156;541;411;304;107;108
20220828;63;567;140;114;26;109
20220103;294;354;293;126;167;110
20211031;741;204;175;99;76;111
20221231;635;721;500;380;120;112
20220206;524;308;411;274;137;113
20230326;597;720;151;115;36;114
20211010;955;818;151;61;90;115
20230217;741;307;362;212;150;116
20220907;196;567;57;18;39;117
20220318;442;977;414;305;109;118
20210812;63;567;299;27;272;119
20220719;966;720;396;272;124;120
20230916;105;721;313;95;218;121
20230612;966;348;311;28;283;122
20230709;855;858;457;445;12;123
20220709;387;308;148;98;50;124
20230521;63;204;452;293;159;125
20221209;63;721;276;107;169;126
20231203;294;204;488;106;382;127
20250209;162;541;380;137;243;128
20211109;181;720;439;352;87;129
20211215;156;307;302;29;273;130
20230715;63;819;170;1;169;131
20221114;162;452;266;29;237;132
20220728;156;308;259;8;251;133
20220418;442;541;73;31;42;134
20220302;524;204;102;9;93;135
20230623;196;308;422;159;263;136
20230505;962;307;67;52;15;137
20220324;442;354;284;240;44;138
20220409;181;721;72;57;15;139
20220614;634;351;131;57;74;140
20230619;580;204;140;90;50;141
20230719;181;825;415;83;332;142
20220114;962;307;210;159;51;143
20220929;387;825;486;358;128;144
20220728;442;858;378;86;292;145
20230628;387;825;263;101;162;146
20230618;162;858;122;50;72;147
20220411;196;647;372;76;296;148
20240902;360;647;270;170;100;149
20220422;294;307;371;62;309;150
20230125;741;720;262;153;109;151
20230501;855;351;369;313;56;152
20230205;25;204;113;28;85;153
20230609;25;720;216;164;52;154
20220503;580;977;147;12;135;155
20221122;524;837;291;153;138;156
20230129;387;567;222;42;180;157
20230316;966;541;228;38;190;158
20211210;360;977;490;301;189;159
20221024;635;876;440;54;386;160
20230501;63;541;163;126;37;161
20220418;597;307;369;165;204;162
20220203;855;351;455;37;418;163
20211224;63;720;121;23;98;164
20211107;966;819;403;340;63;165
20230203;181;837;333;156;177;166
20220410;294;721;430;410;20;167
20211119;294;837;258;248;10;168
20230701;580;204;282;166;116;169
20220121;524;720;312;5;307;170
20220113;634;858;262;183;79;171
20220404;955;541;439;31;408;172
20220504;635;307;59;10;49;173
20230407;634;541;354;131;223;174
20221008;196;351;106;24;82;175
20220329;966;308;460;426;34;176
20221104;360;721;185;173;12;177
20220107;442;351;420;31;389;178
20230809;966;837;371;56;315;179
20230413;580;354;222;208;14;180
20230214;25;818;244;78;166;181
20211211;741;647;93;29;64;182
20230609;162;876;224;82;142;183
20230703;181;348;267;157;110;184
20230610;63;721;220;194;26;185
20230131;25;541;207;197;10;186
20211111;294;286;319;226;93;187
20250201;360;348;392;189;203;188
20220610;855;567;488;322;166;189
20211015;741;308;307;288;19;190
20230221;181;837;449;291;158;191
20221210;524;286;118;51;67;192
20211128;387;307;122;8;114;193
20220125;634;819;380;221;159;194
20221023;966;818;106;22;84;195
20221027;955;286;143;66;77;196
20221202;105;307;156;122;34;197
20230902;955;307;380;251;129;198
20230222;181;876;231;223;8;199
20230224;196;720;289;71;218;200
20221128;524;354;228;158;70;201
20230401;635;720;387;335;52;202
20220907;162;876;257;180;77;203
20230425;181;308;92;8;84;204
20230106;955;825;417;28;389;205
20230626;63;721;157;36;121;206
20221206;580;567;338;179;159;207
20230923;962;818;239;62;177;208
20220504;105;647;423;402;21;209
20230922;181;348;290;239;51;210
20230821;162;351;132;49;83;211
20230219;597;541;335;88;247;212
20230210;181;977;382;159;223;213
20220927;597;351;484;65;419;214
20221101;294;647;362;258;104;215
20220918;360;307;333;231;102;216
20221008;635;977;307;246;61;217
20221110;966;647;182;168;14;218
20220721;63;204;465;201;264;219
20230111;360;354;137;8;129;220
20220520;741;351;133;25;108;221
20211109;63;876;168;65;103;222
20221106;855;837;68;15;53;223
20220112;181;308;356;55;301;224
20230509;634;818;167;36;131;225
20220320;962;567;183;70;113;226
20221017;25;819;433;374;59;227
20220403;181;721;376;229;147;228
20230805;855;858;347;324;23;229
20221211;63;720;479;241;238;230
20230401;580;721;260;65;195;231
20220320;442;647;271;218;53;232
20220609;635;818;182;160;22;233
20230912;597;308;450;365;85;234
20230207;634;647;78;49;29;235
20220804;25;876;315;200;115;236
20221128;105;818;477;447;30;237
20220520;105;720;53;14;39;238
20220122;524;567;115;85;30;239
20220809;580;819;162;55;107;240
20211101;162;308;497;319;178;241
20220408;634;647;154;9;145;242
20211126;580;977;400;15;385;243
20211119;63;354;357;210;147;244
20220925;105;308;271;178;93;245
20230726;162;876;386;226;160;246
20230404;741;204;166;33;133;247
20211022;105;541;438;90;348;248
20230823;294;567;285;82;203;249
20220620;855;876;79;29;50;250
20220115;196;308;279;150;129;251
20221108;63;204;492;234;258;252
20230608;105;567;263;47;216;253
20220409;580;307;114;91;23;254
20220320;196;876;258;213;45;255
20220511;635;858;143;133;10;256
20221108;580;567;307;47;260;257
20230611;966;308;234;42;192;258
20221216;580;720;178;119;59;259
20230506;966;204;120;7;113;260
20220814;634;837;367;52;315;261
20211126;524;351;318;58;260;262
20220730;162;837;424;118;306;263
20220716;63;647;125;33;92;264
20230904;855;348;435;124;311;265
20211009;855;647;244;145;99;266
20240204;25;348;390;160;230;267
20221023;741;351;458;330;128;268
20210929;63;351;285;269;16;269
20230806;156;308;202;133;69;270
20230415;156;567;435;419;16;271
20211029;580;348;444;428;16;272
20211224;181;204;462;22;440;273
20220607;966;819;302;6;296;274
20221003;635;452;447;131;316;275
20221115;105;348;342;300;42;276
20230505;597;721;163;96;67;277
20230215;580;351;184;118;66;278
20211113;966;286;338;4;334;279
20220523;597;204;72;65;7;280
20221118;63;977;110;99;11;281
20220514;962;567;339;88;251;282
20230404;635;721;291;175;116;283
20221210;105;354;281;150;131;284
20230304;634;858;282;89;193;285
20230216;105;567;176;133;43;286
20211208;387;819;99;68;31;287
20230701;580;647;470;397;73;288
20230711;360;720;334;114;220;289
20230529;387;452;157;58;99;290
20230620;955;818;312;275;37;291
20230224;387;858;391;385;6;292
20220728;580;567;362;25;337;293
20220701;360;351;210;85;125;294
20221022;635;720;112;27;85;295
20220217;962;307;351;343;8;296
20220905;580;286;260;97;163;297
20220516;966;837;316;257;59;298
20230908;181;858;446;439;7;299
20230810;635;348;223;47;176;300
20221127;442;204;375;273;102;301
20220730;105;825;63;46;17;302
20220123;634;720;113;103;10;303
20230322;634;720;401;260;141;304
20220219;962;818;339;112;227;305
20230501;360;307;53;52;1;306
20230425;524;819;428;200;228;307
20230801;63;348;152;6;146;308
20230223;635;541;131;2;129;309
20220518;955;825;393;28;365;310
20230105;105;348;333;246;87;311
20220904;360;348;75;38;37;312
20220813;105;452;256;170;86;313
20230427;442;825;290;195;95;314
20230209;25;825;457;436;21;315
20230125;360;825;339;171;168;316
20230701;635;977;248;74;174;317
20230120;63;307;120;75;45;318
20220603;387;567;141;39;102;319
20220313;162;348;142;64;78;320
20220628;196;307;472;332;140;321
20230514;63;837;351;118;233;322
20220810;966;541;120;78;42;323
20221004;741;720;416;390;26;324
20241102;442;348;270;181;89;325
20211205;635;286;483;442;41;326
20220918;25;819;171;87;84;327
20230716;442;541;398;232;166;328
20221010;634;647;55;53;2;329
20220829;387;876;194;178;16;330
20220822;387;204;293;116;177;331
20211025;741;647;299;235;64;332
20230806;966;286;333;181;152;333
20220314;597;818;168;134;34;334
20230304;634;647;70;5;65;335
20211119;597;567;105;36;69;336
20231005;597;308;220;146;74;337
20220516;63;977;336;196;140;338
20230305;63;541;205;88;117;339
20220714;105;541;101;45;56;340
20221201;955;818;207;47;160;341
20221222;294;541;97;7;90;342
20220818;855;452;278;99;179;343
20230304;855;819;265;78;187;344
20220302;105;354;271;129;142;345
20220523;966;354;290;130;160;346
20220725;105;721;348;152;196;347
20211007;387;876;219;46;173;348
20230527;105;825;90;35;55;349
20211030;63;351;138;31;107;350
20220118;580;348;239;144;95;351
20221207;634;819;449;191;258;352
20220916;962;721;410;177;233;353
20220201;597;721;188;176;12;354
20220824;294;452;50;20;30;355
20220723;442;858;332;82;250;356
20220316;294;348;462;102;360;357
20220126;105;818;132;24;108;358
20221219;294;354;163;131;32;359
20220503;63;720;306;84;222;360
20230403;63;858;374;288;86;361
20230604;196;721;455;304;151;362
20230421;635;308;219;164;55;363
20230210;63;307;341;56;285;364
20230708;181;876;454;177;277;365
20220513;597;452;345;229;116;366
20230821;634;858;163;160;3;367
20220207;634;825;473;311;162;368
20220628;634;858;440;321;119;369
20220228;442;204;410;190;220;370
20220503;955;977;198;140;58;371
20220518;25;354;247;43;204;372
20220615;524;819;421;177;244;373
20211225;962;825;366;316;50;374
20220407;855;819;127;93;34;375
20230819;442;825;94;27;67;376
20221210;360;354;156;40;116;377
20230617;634;307;186;43;143;378
20230605;966;825;295;201;94;379
20211129;162;307;296;25;271;380
20221212;741;876;445;265;180;381
20220708;635;286;154;133;21;382
20220427;156;720;465;247;218;383
20230424;962;721;362;67;295;384
20230701;181;977;257;129;128;385
20230831;855;351;468;134;334;386
20240402;387;818;290;61;229;387
20220403;294;977;110;4;106;388
20211014;181;720;79;78;1;389
20220907;105;819;340;317;23;390
20210312;741;308;386;67;319;391
20230910;294;541;376;288;88;392
20220126;156;348;316;312;4;393
20230123;162;348;337;92;245;394
20230210;105;819;195;154;41;395
20230217;524;858;273;8;265;396
20230219;196;307;131;2;129;397
20220905;597;825;189;187;2;398
20230507;634;567;403;395;8;399
20230503;181;286;177;26;151;400
20211208;962;541;58;39;19;401
20230708;387;647;495;230;265;402
20240104;294;348;233;46;187;403
20230204;442;204;471;75;396;404
20230905;105;286;182;149;33;405
20230809;635;819;367;8;359;406
20220707;156;307;480;395;85;407
20220307;524;567;321;131;190;408
20230620;63;819;428;288;140;409
20211028;855;721;405;377;28;410
20230417;597;858;63;25;38;411
20220622;360;286;211;50;161;412
20221129;966;286;262;195;67;413
20221229;635;721;407;64;343;414
20220218;580;567;428;44;384;415
20211026;855;541;482;267;215;416
20220729;635;452;469;110;359;417
20230613;741;825;349;128;221;418
20221006;855;818;434;340;94;419
20221209;634;204;70;55;15;420
20211002;634;351;423;351;72;421
20250305;741;819;345;235;110;422
20220110;634;858;324;216;108;423
20230810;442;348;427;256;171;424
20230528;63;819;330;321;9;425
20220817;156;567;130;55;75;426
20230810;387;647;421;333;88;427
20220722;63;452;177;70;107;428
20220915;966;308;252;223;29;429
20220214;360;348;109;38;71;430
20211129;387;720;98;67;31;431
20220708;162;647;363;141;222;432
20230921;196;351;81;62;19;433
20211007;360;837;420;372;48;434
20230220;387;858;355;156;199;435
20230808;63;818;465;69;396;436
20230219;181;351;159;100;59;437
20211109;63;348;333;233;100;438
20220731;63;541;396;7;389;439
20220321;196;977;57;23;34;440
20230718;294;720;323;178;145;441
20221216;635;977;297;293;4;442
20230516;962;286;92;79;13;443
20240608;181;307;313;216;97;444
20220227;196;977;401;3;398;445
20210712;196;567;448;299;149;446
20230408;635;876;395;154;241;447
20220106;360;308;496;187;309;448
20230714;196;837;340;200;140;449
20220930;63;977;183;165;18;450
20221124;105;858;325;99;226;451
20230123;634;819;62;10;52;452
20230204;597;876;184;158;26;453
20221014;955;204;262;173;89;454
20240101;196;819;93;67;26;455
20220425;442;308;104;21;83;456
20220930;442;977;404;4;400;457
20211217;196;307;77;62;15;458
20221029;966;721;199;175;24;459
20230119;196;567;198;43;155;460
20230114;966;825;351;93;258;461
20221005;962;647;333;307;26;462
20211006;25;977;87;64;23;463
20211114;634;977;118;104;14;464
20221205;360;977;361;187;174;465
20230701;524;876;152;68;84;466
20220419;524;721;160;115;45;467
20220228;580;837;436;237;199;468
20230715;524;876;464;25;439;469
20220329;25;348;126;119;7;470
20230817;966;348;496;80;416;471
20230517;181;837;324;307;17;472
20230214;635;452;454;30;424;473
20220619;634;354;122;12;110;474
20230422;635;858;325;142;183;475
20220603;597;977;430;43;387;476
20220212;360;452;341;239;102;477
20230426;181;541;190;20;170;478
20220715;105;308;312;10;302;479
20211015;63;647;77;69;8;480
20220817;156;721;107;81;26;481
20220524;294;348;84;2;82;482
20230909;196;308;148;81;67;483
20230316;105;351;51;42;9;484
20230830;855;720;366;211;155;485
20211108;442;647;53;26;27;486
20220316;580;286;183;182;1;487
20221122;63;351;468;418;50;488
20220209;442;541;230;147;83;489
20230527;597;837;74;8;66;490
20230503;181;307;164;55;109;491
20230115;360;977;364;362;2;492
20230319;294;351;443;84;359;493
20230916;955;351;283;157;126;494
20230214;442;858;141;52;89;495
20220802;181;721;388;370;18;496
20211221;294;720;364;249;115;497
20230529;962;977;70;39;31;498
20230122;597;541;447;108;339;499
20220422;962;818;133;98;35;500
20230319;741;837;317;99;218;501
20220808;741;858;338;307;31;502
20220623;635;837;379;98;281;503
20221004;580;308;402;11;391;504
20231108;741;567;312;7;305;505
20230316;580;204;227;94;133;506
20211028;105;541;173;102;71;507
20220317;25;286;366;290;76;508
20220212;962;977;348;18;330;509
20220913;442;307;290;96;194;510
20221014;855;818;239;129;110;511
20221104;63;452;148;71;77;512
20220724;634;567;337;82;255;513
20220307;962;286;232;79;153;514
20211201;962;837;252;200;52;515
20230620;634;647;211;177;34;516
20220617;442;825;324;280;44;517
20230917;387;720;103;28;75;518
20230403;294;354;360;345;15;519
20240101;855;452;157;58;99;520
20230901;524;286;478;439;39;521
20211026;294;307;147;143;4;522
20230721;181;354;380;355;25;523
20230805;635;351;86;83;3;524
20230412;181;819;207;162;45;525
20220311;181;858;439;430;9;526
20221215;25;351;206;85;121;527
20220919;962;858;131;126;5;528
20220513;360;977;161;130;31;529
20230705;162;567;258;245;13;530
20230710;855;348;71;7;64;531
20211029;162;647;127;42;85;532
20230417;63;286;191;46;145;533
20220222;955;819;81;14;67;534
20230725;855;825;482;473;9;535
20211213;181;818;92;6;86;536
20230622;597;819;409;211;198;537
20211201;855;647;397;162;235;538
20220702;741;541;270;9;261;539
20211027;855;204;258;167;91;540
20230729;25;348;225;38;187;541
20230508;741;818;458;151;307;542
20220304;635;308;108;14;94;543
20220130;635;204;472;325;147;544
20210930;294;452;303;76;227;545
20220314;162;286;262;220;42;546
20220826;580;351;287;105;182;547
20221014;955;354;183;79;104;548
20221110;741;354;104;7;97;549
20230919;635;858;499;54;445;550
20230314;387;308;307;94;213;551
20220618;181;452;188;17;171;552
20230309;962;354;303;7;296;553
20220307;442;307;237;237;0;554
20220105;25;351;437;245;192;555
20230403;634;307;74;36;38;556
20230412;955;647;200;166;34;557
20230905;387;567;443;203;240;558
20211028;63;720;214;9;205;559
20220111;524;351;150;128;22;560
20221108;387;307;195;143;52;561
20230503;524;286;351;252;99;562
20211215;360;354;490;14;476;563
20230806;294;541;337;231;106;564
20220610;162;452;148;114;34;565
20230205;855;647;233;87;146;566
20220514;360;720;482;27;455;567
20221117;962;825;67;56;11;568
20240710;387;452;333;86;247;569
20220216;580;721;378;249;129;570
20220730;156;721;352;97;255;571
20230717;966;876;489;90;399;572
20220619;966;720;196;15;181;573
20221231;741;837;466;213;253;574
20211123;635;647;320;34;286;575
20220730;962;721;128;74;54;576
20230706;63;307;352;159;193;577
20220430;63;351;432;173;259;578
20220909;442;819;326;211;115;579
20230402;156;204;313;39;274;580
20220408;162;720;384;188;196;581
20221230;524;307;487;341;146;582
20230918;635;720;81;53;28;583
20220105;580;647;168;6;162;584
20230707;294;567;372;173;199;585
20220709;635;819;206;172;34;586
20221224;387;308;205;35;170;587
20230304;962;977;175;127;48;588
20211031;196;204;336;75;261;589
20220715;25;825;262;240;22;590
20220507;63;354;452;236;216;591
20221128;105;541;419;151;268;592
20211006;597;876;269;8;261;593
20220620;955;354;428;238;190;594
20220811;597;307;67;39;28;595
20230820;966;721;118;110;8;596
20220903;162;452;60;16;44;597
20220126;63;348;79;71;8;598
20230705;962;567;60;15;45;599
20230712;962;348;209;190;19;600
20211224;741;721;120;67;53;601
20220418;63;286;448;21;427;602
20221016;580;354;130;129;1;603
20221128;634;308;185;21;164;604
