597;946;819;623;49;31965.15;121.07;31844.08;1;1
63;786;825;304;73;61862.39;91.09;61771.3;2;2
105;440;351;304;89;34404.73;10.56;34394.17;3;3
966;332;452;460;3;1092.03;69.06;1022.97;4;4
597;758;819;733;75;48926.25;137.17;48789.08;5;5
63;597;452;663;63;53388.09;103.22;53284.87;6;6
360;994;452;623;39;25741.95;104.2;25637.75;7;7
63;969;977;576;60;39141.0;121.19;39019.81;8;8
294;231;818;663;92;6256.92;18.11;6238.81;9;9
63;666;720;304;55;20020.55;53.26;19967.29;10;10
162;37;721;460;23;9961.3;33.11;9928.19;11;11
360;73;837;623;1;660.05;56.28;603.77;12;12
25;830;307;576;93;78137.67;251.64;77886.03;13;13
387;741;348;623;60;55818.0;136.73;55681.27;14;14
63;961;647;623;43;18623.3;37.6;18585.7;15;15
387;310;351;663;11;10233.3;160.82;10072.48;16;16
855;95;348;576;67;56777.81;104.73;56673.08;17;17
524;102;647;460;51;23515.59;92.28;23423.31;18;18
634;693;647;304;6;4160.34;128.46;4031.88;19;19
387;50;348;663;40;37212.0;41.4;37170.6;20;20
955;100;818;304;86;55995.46;127.55;55867.91;21;21
25;573;541;623;68;57132.92;28.23;57104.69;22;22
156;234;825;576;8;7612.24;163.58;7448.66;23;23
63;611;204;623;48;17472.48;106.46;17366.02;24;24
962;354;720;304;74;19877.14;58.58;19818.56;25;25
966;318;348;733;58;21112.58;33.66;21078.92;26;26
962;574;818;460;77;20682.97;26.29;20656.68;27;27
105;916;567;460;67;25900.19;84.23;25815.96;28;28
63;494;720;733;61;58043.33;76.76;57966.57;29;29
181;168;721;623;24;20948.4;136.32;20812.08;30;30
524;223;858;460;28;12910.52;51.68;12858.84;31;31
196;881;977;663;86;85581.18;227.78;85353.4;32;32
635;575;567;576;85;54579.35;23.36;54555.99;33;33
966;302;720;733;13;4732.13;42.55;4689.58;34;34
162;868;837;663;37;16024.7;93.32;15931.38;35;35
63;805;837;576;38;16457.8;8.02;16449.78;36;36
955;241;286;733;44;28648.84;68.57;28580.27;37;37
597;525;977;623;92;60016.2;20.67;59995.53;38;38
105;191;348;623;59;22807.63;92.33;22715.3;39;39
181;923;286;576;73;63718.05;259.12;63458.93;40;40
63;509;204;304;55;2542.65;10.42;2532.23;41;41
741;17;876;663;95;41022.9;89.46;40933.44;42;42
955;253;876;733;61;39717.71;27.58;39690.13;43;43
597;92;721;663;54;35226.9;12.93;35213.97;44;44
25;841;977;623;59;49571.21;155.38;49415.83;45;45
360;626;567;623;67;44223.35;151.1;44072.25;46;46
524;588;647;663;74;34120.66;124.19;33996.47;47;47
162;309;977;663;87;37679.7;89.28;37590.42;48;48
966;675;351;623;51;18564.51;74.9;18489.61;49;49
105;179;721;304;55;21261.35;26.76;21234.59;50;50
196;533;720;576;32;31844.16;227.24;31616.92;51;51
442;735;720;460;83;3837.09;6.69;3830.4;52;52
63;134;286;460;58;57717.54;85.83;57631.71;53;53
855;476;876;304;11;9321.73;213.23;9108.5;54;54
294;922;818;623;17;1156.17;3.52;1152.65;55;55
741;817;720;460;52;22454.64;53.79;22400.85;56;56
580;639;308;576;90;20593.8;16.26;20577.54;57;57
855;207;348;576;74;62709.82;200.44;62509.38;58;58
855;956;876;733;40;33897.2;186.81;33710.39;59;59
105;247;204;304;37;14303.09;80.37;14222.72;60;60
741;790;354;663;13;5613.66;128.94;5484.72;61;61
162;874;307;663;43;18623.3;5.83;18617.47;62;62
294;15;858;663;85;5780.85;16.4;5764.45;63;63
63;933;348;623;57;36600.27;14.5;36585.77;64;64
524;403;818;663;18;8299.62;58.0;8241.62;65;65
635;915;452;623;90;57789.9;23.02;57766.88;66;66
387;47;858;460;13;12093.9;262.29;11831.61;67;67
442;104;858;733;98;4530.54;9.42;4521.12;68;68
181;21;452;304;82;71573.7;217.43;71356.27;69;69
962;10;876;663;5;1343.05;30.65;1312.4;70;70
156;669;876;460;53;50431.09;112.76;50318.33;71;71
597;61;720;460;21;13699.35;44.13;13655.22;72;72
294;122;348;623;70;4760.7;7.75;4752.95;73;73
442;685;858;304;37;1710.51;9.65;1700.86;74;74
955;748;351;576;92;59902.12;103.64;59798.48;75;75
580;134;351;304;46;10525.72;57.35;10468.37;76;76
855;140;720;460;59;49998.37;17.49;49980.88;77;77
63;146;308;733;68;44359.8;125.45;44234.35;78;78
63;380;837;663;55;54732.15;34.46;54697.69;79;79
360;532;818;576;88;58084.4;6.07;58078.33;80;80
580;950;308;733;83;18992.06;42.58;18949.48;81;81
63;648;818;576;14;8989.54;15.97;8973.57;82;82
442;340;721;623;84;3883.32;9.11;3874.21;83;83
162;231;858;460;17;7362.7;92.69;7270.01;84;84
387;109;308;663;77;71633.1;250.2;71382.9;85;85
105;698;721;304;88;34018.16;67.27;33950.89;86;86
360;2;541;460;39;25741.95;187.03;25554.92;87;87
63;345;307;576;90;62405.1;45.74;62359.36;88;88
955;774;452;663;61;39717.71;62.71;39655.0;89;89
597;388;348;733;76;49578.6;157.95;49420.65;90;90
442;321;307;623;45;2080.35;12.51;2067.84;91;91
442;2;818;733;81;3744.63;1.13;3743.5;92;92
294;135;354;663;62;4216.62;9.58;4207.04;93;93
634;319;204;733;50;34669.5;139.61;34529.89;94;94
25;529;819;663;74;62174.06;60.16;62113.9;95;95
196;657;977;460;53;52741.89;268.27;52473.62;96;96
524;449;286;460;41;18904.69;88.94;18815.75;97;97
156;923;204;576;48;45673.44;234.59;45438.85;98;98
156;773;818;733;16;15224.48;220.89;15003.59;99;99
387;874;858;460;67;62330.1;41.67;62288.43;100;100
634;53;541;460;93;64485.27;198.55;64286.72;101;101
955;903;351;623;1;651.11;109.18;541.93;102;102
294;24;721;733;79;5372.79;17.68;5355.11;103;103
741;439;452;663;91;39295.62;93.94;39201.68;104;104
181;469;348;663;90;78556.5;125.79;78430.71;105;105
196;808;541;733;68;67668.84;296.11;67372.73;106;106
181;578;308;460;23;20075.55;85.24;19990.31;107;107
156;228;541;460;48;45673.44;68.75;45604.69;108;108
63;360;567;576;33;32839.29;251.34;32587.95;109;109
294;31;354;576;83;5644.83;14.43;5630.4;110;110
741;198;204;733;98;42318.36;102.45;42215.91;111;111
635;438;721;663;18;11557.98;155.14;11402.84;112;112
524;151;308;576;3;1383.27;22.37;1360.9;113;113
597;432;720;304;99;64582.65;89.62;64493.03;114;114
955;600;818;576;8;5208.88;38.98;5169.9;115;115
741;469;307;733;83;35841.06;40.16;35800.9;116;116
196;257;567;304;77;76625.01;65.38;76559.63;117;117
442;860;977;623;92;4253.16;4.91;4248.25;118;118
63;206;567;733;56;36962.8;142.31;36820.49;119;119
966;77;720;623;84;30576.84;96.6;30480.24;120;120
105;445;721;460;59;22807.63;102.27;22705.36;121;121
966;596;348;460;23;8372.23;22.75;8349.48;122;122
855;69;858;576;95;80505.85;114.26;80391.59;123;123
387;513;308;623;46;42793.8;154.36;42639.44;124;124
63;363;204;304;37;32295.45;122.54;32172.91;125;125
63;269;721;460;47;2172.81;13.79;2159.02;126;126
294;745;204;304;73;4964.73;4.38;4960.35;127;127
162;603;541;733;97;42010.7;52.73;41957.97;128;128
181;678;720;304;7;6109.95;2.62;6107.33;129;129
156;876;307;304;35;33303.55;48.79;33254.76;130;130
63;256;819;733;86;3975.78;5.13;3970.65;131;131
162;926;452;460;97;42010.7;27.38;41983.32;132;132
156;707;308;304;50;47576.5;262.55;47313.95;133;133
442;774;541;304;24;1109.52;9.13;1100.39;134;134
524;639;204;623;77;35503.93;28.64;35475.29;135;135
196;987;308;304;56;55727.28;51.81;55675.47;136;136
962;347;307;733;30;8058.3;47.64;8010.66;137;137
442;250;354;623;33;1525.59;11.65;1513.94;138;138
181;57;721;733;45;39278.25;188.1;39090.15;139;139
634;512;351;623;93;64485.27;167.95;64317.32;140;140
580;452;204;304;27;6178.14;17.54;6160.6;141;141
181;982;825;576;87;75937.95;228.53;75709.42;142;142
962;440;307;623;13;3491.93;46.02;3445.91;143;143
387;899;825;663;48;44654.4;11.34;44643.06;144;144
442;274;858;304;64;2958.72;3.62;2955.1;145;145
387;848;825;576;97;90239.1;59.84;90179.26;146;146
162;95;858;460;48;20788.8;104.37;20684.43;147;147
196;477;647;663;50;49756.5;65.18;49691.32;148;148
360;462;647;663;96;63364.8;159.62;63205.18;149;149
294;959;307;733;23;1564.23;20.04;1544.19;150;150
741;277;720;304;46;19863.72;91.12;19772.6;151;151
855;501;351;304;42;35592.06;176.99;35415.07;152;152
25;352;204;576;58;48731.02;86.96;48644.06;153;153
25;721;720;304;57;47890.83;0.85;47889.98;154;154
580;209;977;576;96;21966.72;30.39;21936.33;155;155
524;599;837;304;81;37348.29;114.7;37233.59;156;156
387;297;567;576;67;62330.1;263.1;62067.0;157;157
966;378;541;304;32;11648.32;17.98;11630.34;158;158
360;707;977;576;85;56104.25;6.12;56098.13;159;159
635;776;876;304;59;37884.49;143.95;37740.54;160;160
63;517;541;663;92;24712.12;44.23;24667.89;161;161
597;81;307;304;6;3914.1;174.31;3739.79;162;162
855;260;351;623;74;62709.82;228.11;62481.71;163;163
63;645;720;304;76;48800.36;181.03;48619.33;164;164
966;121;819;733;62;22568.62;88.97;22479.65;165;165
